"Round ID","Tournament Name","Team One","Team Two"
3397,"41st WBTC-BBO2-BB","INDONESIA","MONACO"
4112,"C - Bermuda Bowl 2011","Egypt","Italy"
2597,"Balkan Friendship Festival","Karamanli","Zotos"
5313,"BBO1-2015WBTC-BB","POLAND","ENGLAND"
1414,"6th EOBC-BBO3-Mixed Teams","CROATIA","CONNECTOR"
1703,"PABF","Japan - Yamada","Hong Kong"
1278,"2008 CAVENDISH TEAMS","Casen","Hauge"
4654,"BBO3-2nd Mind Sports Games","HUNGARY","USA"
590,"FINAL BELGIUM CHAMPIONSHIP","UCCLE","BCOB"
5332,"8th European Champion's Cup","NC DENMARK","ANGELINI"
1810,"BBO1-2015WBTC-BB","POLAND","FRANCE"
3849,"Bermuda Bowl 2007","SOUTH AFRICA","POLAND"
4074,"BBO6-2015WBTC-BB","SOUTH AFRICA","USA1"
4390,"BBO4 - Euro Team 2012","England","Sweden"
2635,"EC 2004 Israel-Poland(seniors)","Israel","Poland"
4802,"C - Senior Bowl 2011","France","USA 2"
891,"Eur champ Pau Women","France","Israel"
2708,"B European B_T_Ch_ OPEN","ESTONIA","FRANCE"
3185,"2010 Spingold R8","Cayne","DeKnijff"
2401,"2013 Vanderbilt Rd 16","Monaco","Auken"
837,"Eur champ Pau","France","Germany"
5127,"USA Seniors Semi Finals ","Meltzer","Lynch"
2707,"A European B_T_Ch_ OPEN","ENGLAND","POLAND"
942,"2006 PABF Youth Championships - Junior Series","Japan","China Hong Kong"
1006,"2006 Yeh Bros Cup","Italy II","Poland"
5750,"2006 Camrose Weekend 1","Wales","Ireland"
4025,"41st WBTC-BBO4-BB","POLAND","GERMANY"
5727,"Mc Connell 2010","CHINA LADIES","NETHERLAND"
2740,"VI BERMUDA TRIANGLE TEAMS CUP","Avalanche","Steiner"
3776,"45th PABF Championship","Indonesia","Australia"
3426,"BBO1-2015WBTC-BB","USA1","SWEDEN"
579,"Polish Trials - Final","KOZIKOWSKI","CICHOCKI"
3296,"8th European Bridge Champion's Cup","HOST FRANCE","NC FRANCE"
1051,"Junior Camrose","Republic of Ireland","Scotland"
3792,"41st WBTC-BBO1-BB","ARGENTINA","POLAND"
3506,"Sao Paulo 2009","BULGARIA","USA 1"
1638,"Women Elite Tournament 2006 - C","Italy","Germany"
3293,"French DN1","BLUMENTAL","ELLIA"
5120,"Champion's Cup","Bridge Allegra ITA","TC Parioli ITA"
2668,"EUBC - Bruges","AGH Krakow 1","Paris Sud"
2391,"4th World University Bridge Championship","Netherlands A","Poland A"
3452,"BBO2-2015WBTC-BB","BRAZIL","ENGLAND"
4537,"52nd EBTC-BBO4","POLAND","DENMARK"
872,"Eur champ Pau Women","France","Russia"
4218,"41st WBTC-BBO5-BB","BRAZIL","NETHERLANDS"
3565,"6th EOBC-BBO4-Open Teams","MAHAFFEY","FYRUN"
2215,"Portuguese Open Teams","S Pessoa","M Teixeira"
2451,"2009 USBC B Round of 16","Jacobs","Ozdil"
2680,"EC 2004 Belgium-Bulgaria","Belgium","Bulgaria"
339,"2012 USBC Final","Nickell","Diamond"
2397,"2008 Spingold - Rd of 16 - 1_4","Sadek","Narasimhan"
4683,"Netherlands-Poland Youth @ 't Onstein","Netherlands","Poland"
1065,"Division Nationale 1","BLUMENTAL","CHEMLA"
5607,"Eur champ Pau Women","Czech Rep.","Italy"
283,"2008 FISU Trials - FINAL","Chubukov","Lien"
1915,"USBC Quarterfinal","Brachman","Ekeblad"
3443,"Bermuda Bowl 2007","South Africa","Netherlands"
365,"1st Cross Strait Invitational Kunshan 2006","Jiangsu Qiaoxie","Taiwan Longkatong"
2084,"Eur Champ Pau","Monaco","Turkey"
4502,"11th European Champions Cup","G.S. Allegra","Het Witte Huis"
2828,"2006 Spingold - Rd of 32 - 4th Qtr","Moss","Grabel"
2394,"GHTD Cup China 2006","Zhejiang Jingfan","Gonghang Jinying"
3723,"BBO3-51st European Team Championships","Monaco","Switzerland"
4163,"BBO1-2015WBTC-BB","USA2","SWEDEN"
1607,"White House Champions' Cup 2008","Bamberger Reiter","Quantum BC"
1582,"2005 US Women's Bridge Championship","Sprung","Quinn"
3421,"Sao Paulo 2009","BRAZIL","ITALY"
5623,"BBO3-2015WBTC-SB","SWEDEN","POLAND"
4378,"BBO5 - Euro Teams 2012  ","Poland","Israel"
4840,"BBO3-2015WBTC-SB","USA1","SWEDEN"
5048,"English Open Trials","Townsend","Sandqvist"
3120,"Modalfa Top 12","Team 1","Team 2"
5634,"BBO4-2015WBTC-SB","USA1","USA2"
5139,"Sao Paulo 2009","INDONESIA","ENGLAND"
4928,"White House Juniors Semi Final 2","Netherlands Blue","Netherlands Red"
2562,"DongMing Knockout Teams Shanghai 2006","Sheng Tao Sha","Ling Mu"
113,"FINAL BELGIUM CHAMPIONSHIP","BCOB","UCCLE"
229,"2009 USBC A FINAL","Fleisher","Robinson"
741,"English Open Teams Trial Final","Simpson","Hackett"
1918,"41st WBTC-BBO3","USA1","CANADA"
3725,"6th EOBC-BBO4-Open Teams","ISRAEL EIDI","SMILGAJS"
3466,"52nd EBTC-BBO4","BULGARIA","ITALY"
3709,"6th EOBC-BBO2-Open Teams","POLAND","CAPPELLER"
1272,"England U28 Trials","Team 1","Team 2"
150,"2010 USBC Final","Fleisher","Diamond"
791,"Transnational 2007","ZIMMERMANN","RUSSIA"
707,"Enlish Open Trials Final","Townsend","Armstrong"
5027,"Semifinals Dutch Teams","Lomard 1","Modalfa"
4216,"12WBO(ladies)_18_1","Croatia","Israel"
3290,"Lady Milne 2008","Wales","Scotland"
1478,"European Open Champ - Open Teams Final - A","Herbst","Ned White"
5000,"Olympiads","CHINA","ITALY"
2311,"Australian NOT R12-B","Burke","Haughie"
1526,"European Open Champ - Open Teams - 1_16 - B","Vito","Sweden 1"
5682,"XVII INDONESIAN National Games - Tarakan","NORTH CELEBES","DKI JAKARTA"
595,"English Open Trials","Townsend","Sandqvist"
95,"Patton International Monte-Carlo","VIENNOIS","BULGARIA"
122,"Gabrial-UI BASTAMAN CUP II","Singapore","Syabas Gabrial-UI"
3798,"B - Bermuda Bowl 2011","Israel","Bulgaria"
1959,"41st WBTC-BBO7","INDONESIA","GERMANY"
5271,"6th EOBC-BBO1-Open Teams","GROUPE FRANCE","BRENO"
5670,"Yeh Bros Cup","Australia Selected","USA Hampson"
403,"1995 Bermuda Bowl Final","Canada","USA"
3542,"41st WBTC-BBO7-DOSB","POLAND","NETHERLANDS"
4174,"41st WBTC-BBO7-DOSB","USA1","USA2"
3948,"Bermuda Bowl 2007","AUSTRALIA","INDONESIA"
1490,"Asean Bridge Club Championships","Djarum 1","Mitra Buana"
2018,"2008 National Open Teams QF (B)","Rothfield","Marston"
4407,"BBO1-2016EBTC","SWEDEN","GERMANY"
3528,"C - Bermuda Bowl 2011","Poland","South Africa"
2296,"4th World University Bridge Championship","Netherlands B","China"
3389,"BBO 2 51st European Team Championships","Estonia","Netherlands"
3028,"CCBA Championships 2007","Mei Kuang","Zhong Jian"
3556,"BBO3-2nd Mind Sports Games","ITALY","SWEDEN"
1744,"41st WBTC-BBO3","POLAND","NETHERLANDS"
4210,"F - Senior Bowl","USA 1","Poland"
737,"2005 US Women's Bridge Championship","Bernstein","Narasimhan"
5149,"6th European Champions Cup","TC PARIOLI","BAMBERGER"
4851,"Dongfeng Cup China 2006","Dong Feng","Sheng Tao Sha"
913,"Naturalists v Scientists","Nature (Zia)","Science (Dmitri)"
4513,"52nd EBTC-BBO3","POLAND","RUSSIA"
4734,"Polish Trials","NATIONAL","CHALLENGER"
4431,"Champions' Cup 2013","BRIDGE CLUB REAL","ASD REGGIO EMILIA"
2003,"2014 USBC QF A","Nickell","Sherman npc"
3629,"52nd EBTC-BBO5","BULGARIA","CROATIA"
4385,"BBO1-2016EBTC","NORWAY","POLAND"
4172,"Sao Paulo 2009","NEW ZEALAND","DENMARK"
1457,"Asean Bridge Club Championship","Geologi Timah C","FOS"
3745,"A - Bermuda Bowl 2011","Brasil","USA 1"
4807,"Polish trials OPEN","Team 1","Team 2"
1740,"41st WBTC-BBO2","ENGLAND","MONACO"
4370,"BBO1-2016EBTC","BELGIUM","GERMANY"
3208,"2009 USBC B Quarterfinals","Rogoff","Robinson"
2124,"10thWYTC Match C","Chinese Taipei","Hungary"
5238,"Division Nationale 1","ZIMMERMANN","DELFOUR"
3241,"2007 USBC","EKEBLAD","HARRIS"
3212,"2009 USBC A Quarterfinal","Welland","Meltzer"
429,"2007 Schapiro Spring 4s","Liggins","Wolfarth"
2121,"English Premier League","Hackett","Senior"
4614,"POLAND - NETHERLANDS","POLAND","NETHERLANDS"
5030,"2007 Vanderbilt - Semifinals - 3rd Qtr","Henner-Welland","Cayne"
921,"GNOT Final","Canberra","Sydney"
3253,"2007 USBC","O'ROURKE","SCHWARTZ"
4599,"2006 Yeh Bros Cup","England","France"
504,"A - 18th NEC CUP final","Russia","Mixed"
2207,"Balkan Friendship Festival Teams","Asmeniadis","Rofoi"
1438,"6th EOBC-BBO5-Mixed Teams","HAUGE","CZECH REPUBLIC"
5315,"A - 19th NEC CUP Semifinal","Down Under","England Hinden"
4153,"Sao Paulo 2009","GERMANY","CHI TAIPEI"
5635,"41st WBTC-BBO6","POLAND","USA2"
1425,"6th EOBC-BBO2-Mixed Teams","NED AUT","GREEN EYES"
4215,"Seniors Bowl 2007","POLAND","FRANCE"
2480,"C European B_T_Ch_ OPEN","PORTUGAL","POLAND"
2005,"2008 USBC QUARTERFINAL - NICKELL v MAHAFFEY","NICKELL ","MAHAFFEY"
4336,"52nd EBTC-BBO1","MONACO","BULGARIA"
2059,"2014 USBC QF D","Fireman","Bramley"
5631,"41st WBTC-BBO6","POLAND","USA2"
55,"Dutch Teams Final","BC De Lombard 1","Star"
5347,"2014 Spingold Semi-Final A","Team Lavazza","Monaco"
1369,"Camrose Trophy 2008(2)","CBAI","North Ire"
3822,"BBO4-2015WBTC-SB","SWEDEN","BULGARIA"
3735,"52nd EBTC-BBO3","WALES","ENGLAND"
1458,"Asean Bridge Club Championships","Geologi Timah C","Djarum 2"
2288,"C European B_T_Ch_ OPEN","ISRAEL","NORWAY"
2109,"Eur champ Pau","Malta","Germany"
3906,"BBO2 - Euro Team 2012","Bulgaria","Hungary"
4716,"Interclub Swiss Championship - A Serie - Final","Contact I","Bergues I"
377,"Brazilian Team Trials","Chagas","Campos"
5566,"2009 USBC B Semi Final","Welland","Robinson"
1541,"Asean Bridge Club Championships","Djarum 2","Syabas Gabrial UI"
408,"Bermuda Bowl Estoril 2005","ITALY","USA 1"
4865,"3rd Shenhua Cup Beijing 2007","He Wei Dong","Beijing Xinyuan"
1214,"Camrose 2008","Northern Ireland","Wales"
4499,"52nd EBTC-BBO5","CROATIA","RUSSIA"
835,"Eur champ Pau","Russia","Israel"
1928,"BBO1-2015WBTC-BB","ENGLAND","USA1"
1890,"41st WBTC-BBO2","ENGLAND","MONACO"
1125,"Lady Milne 2009","Scotland ","North Ire"
1245,"2007 Camrose Trophy","N Ireland","Rep of Ireland"
875,"Eur champ Pau Open","Czech Rep.","Italy"
5253,"White House Champions' Cup 2008","Bamberger Reiter","Paroli Angelini"
3201,"2010 USBC QUARTERFINAL C","Weinstein","Welland"
2371,"SLAVA CUP - 2008","Team 1","Team 2"
3428,"D - Venice Cup 2011","France","Italy"
5367,"BBO1-2015WBTC-BB","POLAND","ENGLAND"
1161,"Camrose","Scotland","NIreland"
4032,"41st WBTC-BBO5-BB","USA2","MONACO"
3218,"2010 USBC Quarterfinal D","Fleisher","Robinson"
560,"WMSG BEIJING 2008","CHINA","ENGLAND"
2253,"EBL Team Champs Malmoe 04","Denmark","Poland"
544,"Gold Coast 2006","Holland","Brifman"
528,"2005 US Women's Bridge Championship","Bernstein","Narasimhan"
5437,"Australian NOT SF-B","LEIBOWITZ","HAUGHIE"
763,"A - Bermuda Bowl 2011","USA 2","Netherlands"
1907,"41st WBTC-BBO4","USA2","POLAND"
2012,"USBC2006","JACOBS","CAYNE"
2630,"Camrose 2010","Northern Ireland","England"
282,"2008 Spingold Final - 1_4","Gromov","Welland"
3894,"Seniors Bowl Estoril 2005","ITALY","USA 1"
684,"12WBO_final_5_1","Netherlands","Italy"
2414,"2013 Vanderbilt Rd 16","Monaco","Auken"
1756,"BBO5-2015WBTC-VC","USA1","ENGLAND"
4556,"BBO2 - Euro Team 2012","Sweden","France"
2885,"Kadra B","ARASZKIEWICZ","SUWIK"
53,"COPPA ITALIA 2006","T.C. PARIOLI - BOVE","RE - FORNACIARI"
1208,"Camrose","Scotland","England"
4907,"Olympiads","Netherlands","Russia"
3,"BBO4-2nd Mind Sports Games","NORWAY","RUSSIA"
484,"2010 USBC Final","Fleisher","Diamond"
2858,"Lady Milne2008","Republic of Ireland","England"
878,"Eur champ Pau","Netherlands","Germany"
4256,"6th European Champions Cup","Sygnity AZS","GAMAX"
4180,"WMSG BEIJING 2008","USA","INDONESIA"
5045,"Gold Coast 2008","Marston","Rothfield"
2574,"Bolkan teams championship","Bulgaria 1","Croatia"
5162,"Gold Cup Semi-Final","Allfrey","Gillis"
4446,"BBO3-2016EBTC","POLAND","IRELAND"
2637,"EBL Team Champs Malmoe 04","SWE","DEN"
4233,"BBO1 - Euro Team 2012","Italy","Netherlands"
2228,"White House Juniors","England","Germany"
3016,"DongMing Knockout Teams Shanghai 2006","Lu Cheng","Guang Zhong"
4079,"BBO5 - Euro Teams 2012","Scotland","France"
541,"BKBT Teams","Italy","Vorobei"
433,"Geologi Cup","Djarum Black","Indonesia Senior"
1455,"Asean Bridge Club Championships","Geologi Timah A","F O S"
2586,"Sanchen Cup Beijing 2008","Huayuan","Xinyuan"
5165,"Campionati Soc. 2005","Gr.Sp.Ass. Allegra","Br. Villa Fabbriche"
4687,"Israel Team Champ_ Final 2007","Zur-Campanile","Herbst"
324,"Gold Cup Final","Collins","Allfrey"
2876,"Woman Trial Poland 2006","KATER","HARASIMOWICZ"
3512,"BBO6-2015WBTC-BB","CHINA","ARGENTINA"
1207,"2007 Camrose Trophy","Ireland","Wales"
3044,"Selection Pekin 2008","VOLCKER","LEGRAS"
4238,"Sao Paulo 2009","SPAIN","GERMANY"
3337,"Bermuda Bowl 2007","USA1","USA2"
2736,"Bridge Meeting Samobor Open Teams","Bosnia","Bulgaria"
2267,"English Premier League","Hackett","De Botton"
1046,"Junior Camrose","Scotland","Northern Ireland"
3229,"2010 USBC QF C","Weinstein","Welland"
928,"Camrose Trophy 2005","Ireland","England"
5394,"USBC","NICKELL","JACOBS"
4739,"Brighton Exhibition Match","de Botton","Hauge"
1084,"Patton International Monte Carlo","France Dames","Gaglietto"
2761,"FRIENDLY MATCH FRA_ITA-GER","FRANCE","ITA-GER"
3066,"2006 Spingold","Piasecki","Kovacich"
599,"Polish Premiere League - FINAL","SYGNITY","MRAGOVIA"
3244,"2007 USBC","EKEBLAD","HARRIS"
5801,"41st WBTC-BBO3","NETHERLANDS","USA2"
2855,"Nordic Championship Open Teams","Finland","Denmark"
5393,"A 2013 USBC Semi Final","Fleisher","Spector"
4939,"1st Cross Strait Invitational Kunshan 2006","Taiwan Longkatong","Beijing Shouchuang"
2685,"B European B_T_Ch_ SENIORS","FRANCE","ESTONIA"
3419,"52nd EBTC-BBO3","POLAND","ISRAEL"
570,"BRAZILIAN CHAMPIONSHIPS 2007","CHAGAS","BRANCO"
951,"BBO1-14th World Youth Teams","NETHERLANDS","ISRAEL"
1620,"6th European Champions Cup","BAMBERG","EKO-AL"
3666,"41st WBTC-BBO1-BB","ENGLAND","INDONESIA"
2463,"USBC2006","SCHWARTZ","CAYNE"
3259,"EBL Team Champs Malmoe 04","Netherlands","Israel"
5665,"European Open Champ - Mixed Teams Swiss - B","TISLEVOLL","PAYEN"
1279,"14th NEC CUP Qualifying","JAPAN OPEN","ISRAEL"
1533,"The 3rd All-China Games","Beijing","Guizhou"
303,"KEPRI GOVERNOR CUP V","X - Men","PUTRA NASIONAL"
4638,"Bermuda Bowl Trials 2007","NATIONAL TEAM","CHALLENGERS"
1854,"41st WBTC-BBO1","ENGLAND","MONACO"
3897,"B - 18th NEC CUP Qualifying","USA","Oz Players"
4547,"8th European Bridge Champion's Cup","FRANCE HOST","AVALANCHE"
3766,"11th European Champions Cup","Allegra","Rxdkov"
5758,"41st WBTC-BBO4","NETHERLANDS","CHINA"
2251,"10thWYTC Match C","Canada","Egypt"
3181,"European Open Champ - Mixed Teams Round of 8 - A","Neve","Hansen"
1022,"Lady Milne 2004","NIreland","England"
1226,"Lederer","Spring Foursomes","Gold Cup"
5614,"EC OPEN TEAMS","ZALENSKI","VARENNE"
1321,"Lady Milne Trial","Team 1","Team 2"
4806,"Polish trials OPEN","Team 1","Team 2"
828,"Polish First Division 2005 final","CHLODNIA","KADIMEX"
2969,"PULA 2007 - Open Teams","JUSTPLAY","AURORA"
4401,"BBO5 - Euro Teams 2012","Belgium","Denmark"
1784,"Coppa Italia 2007","Angelini TCP - Bove","Spezia - Longinotti"
5488,"BBO5-2015WBTC-BB","SWEDEN","USA2"
2653,"GHTD Cup China 2006","Shanghai Qizhong","Pudong Pufa"
2874,"VI BERMUDA TRIANGLE TEAMS CUP","Israel","Kirilenko"
1399,"6th EOBC-BBO1-Mixed Teams","QUANTIN","JANSMA"
1405,"6th EOBC-BBO2-Mixed Teams","K4","NED AUT"
1269,"English Open Trials","Byrne","Dhondy"
1664,"Yeh Bros Cup","Italy Lavazza","Shanghai Pudong"
5804,"BBO5-2015WBTC-VC","USA2","NETHERLANDS"
5305,"41st WBTC-BBO2","MONACO","USA1"
4597,"2006 Yeh Bros Cup","Indonesia","England"
4049,"Venice Cup Estoril 2005","CHINA","ENGLAND"
1649,"2009 USBC C USA2 Round of 32","Meltzer","Cohler"
5700,"B - Venice Cup 2011","France","Indonesia"
1575,"2nd CRETE B_ FESTIVAL","FANTONAKIS","FIORETTI"
3775,"45 TH PABF CHAMPIONSHIP","New Zealand","Japan"
3575,"6th EOBC-BBO1-Open Teams","DE BOTTON","APOLLOSOYUZ"
2340,"EBL Team Champs Malmoe 04","Austria","England"
2943,"EC 2004(2) Netherlands-Scotland","Netherlands","Scotland"
4866,"Selection Francaise pour Pau 2008","Cronier","Bessis"
82,"Godfrey Phillips All INDIA Open","Pankaj Mehta","Kaushik"
5823,"WMSG BEIJING 2008 - Under 21","Bulgaria","France"
5807,"BBO5-2015WBTC-VC","USA2","NETHERLANDS"
4055,"PABF 2008 Round Robin - Open RR15","Evertrust","Chinese Taipei"
818,"Farmen Invitational 2005","Team A","Team B"
2937,"TGRs Super League","Cook","Hasenson"
4864,"CCBA Championships 2007","Jiang Su","Qing Gong"
267,"24th CACBF Zonal C'ships","Trinidad & Tobago","Guadeloupe"
2150,"English Premier League","Hakett","Irens"
4849,"BKBT Teams","Italy","Netherlands"
3755,"A - 18th NEC CUP Qualifying","Beauchamp","Australia Youth"
2896,"CTCBA Open Trial 2008","Nan-Yuan","DEPPO"
257,"BRAZILIAN CHAMPIONSHIPS 2007","CHAGAS","ADRIANO"
1666,"Yeh Bros Cup","Italy Cayne","Lithuania"
1435,"6th EOBC-BBO3-Mixed Teams","COCA JOJA","DEHAYE"
4991,"BBO5-2nd Mind Sports Games","POLAND","RUSSIA"
1684,"White House 2005","M' Orange","Belgium"
914,"Nature vs Science - Goulash","Science (zia)","nature (Dmitri)"
1569,"Samobor 5th Invitational Bridge Meeting","Romania","Poland"
819,"Interclub Swiss Team Championship - Final","Nyon","Contact "
4542,"52nd EBTC-BBO2","ISRAEL","NORWAY"
1464,"Asean Bridge Club Championships","Geo Timah A","Mal - Phi"
3157,"INDONESIA QUAL MULTIEVENT","PAPUA","WEST JAVA"
3526,"BBO1-2015WBTC-BB","USA1","BRAZIL"
2785,"B European B_T_Ch_ OPEN","FINLAND","POLAND"
272,"2007 NTU Cup","CCUB","BTU-V"
939,"Indonesian National Championships","South Celebes","North Celebes"
2696,"9th European University Team Championship","London","Maastricht"
4415,"A-4th SportAccord WMG-Teams","MONACO","CHINA"
5768,"BBO5-2015WBTC-VC","ENGLAND","NETHERLANDS"
1194,"14th NEC CUP Qualifying","HAYATE","Oz Players"
1048,"Junior Camrose 2007","Scotland","Ireland"
5379,"2008USBC - SF1 - SEMIFINALS STRUL v JACOBS","STRUL","JACOBS"
1982,"USBC Quarterfinal","Meltzer","Onstott"
812,"95 Bermuda Bowl","Canada","USA"
4933,"Gold Cup Semi-Final","Allfrey","Gillis"
2270,"PULA Bridge Festiwal OPEN TEAMS","Szalay","Juls"
2366,"INDONESIA QUAL MULTIEVENT","PAPUA","NORTH SULAWESI"
1822,"C - Venice Cup","Netherlands","USA 1"
962,"2004 European Youth Bridge Team Champ.","DEN","BEL"
5645,"2006 Camrose Weekend 1","Scotland","Wales"
1904,"BBO5-2015WBTC-VC","ITALY","NETHERLANDS"
4139,"WMSG BEIJING 2008 - Under 28","ENGLAND","FINLAND"
3656,"Sao Paulo 2009","BULGARIA","USA 2"
4541,"52nd EBTC-BBO4","ESTONIA","POLAND"
2638,"E European B_T_Ch_ SENIORS","WALES","FRANCE"
4957,"CNBC","Derofe Australia","Noble Australia"
4156,"BBO6-2016EBTC","HUNGARY","MONACO"
3213,"2009 Spingold Quarterfinal A","Lynch","Rigal"
4550,"8th European Bridge Champion's Cup","NC FRANCE","TOPBRIDGE BC"
1199,"2007 Camrose Trophy","England","Scotland"
3797,"52nd EBTC-BBO5","CROATIA","ICELAND"
5179,"BBO5-2nd Mind Sports Games","FRANCE","ENGLAND"
3925,"41st WBTC-BBO4-BB","MONACO","BRAZIL"
3559,"BBO3-2015 WBTC-BB","BRAZIL","SOUTH AFRICA"
4603,"A European B.T.Ch. SENIORS","ENGLAND","SWEDEN"
748,"Polish Premiere League - FINAL","SYGNITY","MRAGOVIA"
2502,"2008 USBC - RND 16 - SPECTOR v EKEBLAD","SPECTOR","EKEBLAD"
5629,"41st WBTC-BBO6","POLAND","USA2"
747,"Gabrial UI Bastaman Cup II","Bhineka Garuda","Indonesia Power 2"
1449,"6th EOBC-BBO3-Mixed Teams","ALERTPLUS","RUSSIA"
3010,"French DN1","PAYEN","BLUMENTAL"
3015,"EBL Team Champs Malmoe 04","Austria","France"
792,"12th Olympiads","ITALY","NETHERLANDS"
1560,"European Open Champ - Open Teams Swiss - A","Romania","Angelini"
4245,"BBO5-2015WBTC-VC","USA1","NETHERLANDS"
1294,"Junior Camrose","Northern Ireland","Scotland"
3299,"8th European Bridge Champions'Cup","NC FRANCE","HOST FRANCE"
2706,"D European B_T_Ch_ OPEN","ITALY","GERMANY"
2161,"10thWYTC Match A","Japan","Hong Kong"
3642,"B - 2013 YEH BROS CUP Qualifying","India","Russia"
4918,"Women Elite Tournament 2006 - A","China","England"
5006,"White House Top 16","Russia","Lavazza"
4082,"BBO3-2015 WBTC-BB","USA2","ARGENTINA"
5527,"Schapiro Spring 4s","Goldenfield","Armstrong"
1018,"Lady Milne - final round","Ireland","England"
5291,"Brazilian Trials","Mane","Chagas"
3541,"41st WBTC-BBO6-VC","CANADA","ENGLAND"
2606,"Junior Camrose","N.Ireland","Wales"
2376,"1st Cross Strait Invitational Taicang 2007","Sheng Tao Sha","Wellwise"
3374,"6th EOBC-BBO1-Open Teams","ANGELINI BRIDGE TEA","BARRACUDA"
3674,"41st WBTC-BBO2-BB","SOUTH AFRICA","NETHERLANDS"
3927,"52nd EBTC-BBO2","RUSSIA","SWEDEN"
1895,"BBO3-2015WBTC-BB","POLAND","FRANCE"
1999,"USBC2006","JACOBS","CAYNE"
5724,"European Open Champ - Woman Teams - Final  - B","Dutch Blue","CBC Milano"
4225,"BBO4-2016EBTC","GERMANY","NETHERLANDS"
2258,"EUCB - Bruges","Munich","Kopenhagen"
4191,"Sao Paulo 2009","NORWAY","GERMANY"
4175,"41st WBTC-BBO6-VC","SWEDEN","USA1"
4511,"52nd EBTC-BBO5","CROATIA","ENGLAND"
2,"BBO1-2nd Mind Sports Games","FRANCE","NETHERLANDS"
5371,"2014 USBC SF A","Nickell","Bramley"
5192,"Indonesian National Open Team","Djarum I","Bank Mandiri Dist X"
1231,"England U28 Trials","Team 1","Team 2"
5654,"2007 Yeh Bros Cup Invitation","Israel","Beijing Capital"
883,"Eur champ Pau","Germany","Norway"
1209,"Patton International Monte-Carlo","ITALIA JUNIORS","CORSICA"
3054,"SLAVA CUP - 2008","Team 1","Team 2"
704,"ANC 2008 Open Final","NSW","ACT"
3447,"PABF 2008 Round Robin - Open RR4","New Zealand 2","Thailand"
2245,"Lady Milne 2008","Northern Ireland","England"
5459,"11th European Champions Cup","Monaco","Allegra"
3364,"52nd EBTC-BBO1","POLAND","NETHERLANDS"
3637,"A - 2013 YEH BROS CUP Qualifying","Italy","USA Kranyak"
4613,"YC KO Final","Scoltock","Kay"
3221,"2009 USBC A Quarterfinal","Welland","Meltzer"
4823,"Samobor 5th Invitational Bridge Meeting","Poland","Croatia"
5570,"BBO1-2015WBTC-BB","SWEDEN","USA2"
4606,"2006 European Team Championships","TURKEY","ISRAEL"
2895,"VCC Melbourne 2008","McManus","Thompson"
1463,"Asean Bridge Club Champhionship","Mal - Phi","Djarum 2"
3485,"WMSG BEIJING 2008","TURKEY","USA"
392,"BKBT Teams","Italy","Vorobei"
60,"Women Elite Tournament 2006","Netherlands","China"
2962,"CCBA Championships 2007","Anhui Ladies","Zhejiang Ladies"
2661,"EC 2004 Sweden-Iceland","Sweden","Iceland"
1409,"6th EOBC-BBO1-Mixed Teams","AUSTRIA","GOTARD"
4227,"A - Bermuda Bowl 2011","The Netherlands","China"
3902,"White House Juniors","Norway","France"
3359,"BBO3-2nd Mind Sports Games","THAILAND","ITALY"
2336,"10thWYTC Match C","Canada","USA2"
4925,"Polish Premier League - Semifinals","SYGNITY","SPOJNIA"
3645,"WMSG BEIJING 2008","RUSSIA","SWEDEN"
652,"Computer World Bridge Championships","Jack","Wbridge5"
959,"2004 European Youth Bridge Team Champ.","FRA","ISR"
4262,"45TH PABFC","Indonesia","Singapore"
845,"Eur champ Pau","Sweden","Poland"
2506,"2010 USBC R16C","Milner","Harris"
2756,"Kadra B","ARASZKIEWICZ","PIETRASZEK"
5249,"2007 USBC","EKEBLAD","SCHWARTZ"
1805,"6th EOBC-BBO2-Open Teams","BRENO","DEUTSCHLAND"
2324,"White House Juniors 2009","England U20","Romania"
5669,"Yeh Bros Cup","Australia Selected","USA Hampson"
5439,"2010 Vanderbilt SF B","De Knijff","Fleisher"
1305,"English Open Trials","Simpson","Townsend"
2405,"2009 USBC C Round of 16","Strul","Robinson"
4459,"11th European Champions Cup","Consus Kalisz","Bridge Club Real"
2093,"Eur champ Pau","Sweden","France"
3113,"FN INTERCLUBS D1","Le colonial","Itin du bridge"
2348,"SLAVA CUP - 2008","Team 1","Team 2"
712,"Polish Team Trials","Jagniewski","Araszkiewicz"
1543,"Asean Bridge Club Championhips","Bhinneka","Bisma Semarang"
657,"2006 USBC","EKEBLAD","JACOBS"
4564,"Hellenic National Team Trials","Zotos","Karamanlis"
1876,"Olympiads","Pakistan","Italy"
3551,"B - 2013 YEH BROS CUP Qualifying","Indonesia Senior","China Red"
1654,"2009 USBC B USA2 Round of 8","Welland","Strul"
4061,"52nd EBTC-BBO5","CROATIA","SLOVENIA"
1185,"Lederer","All Stars","England"
3671,"Sao Paulo 2009","NORWAY","NETHERLANDS"
1505,"PABF","Indonesia","Japan"
1039,"14th NEC CUP Qualofying","JAPAN SENIOR","SIX ROSES 2009"
2470,"2010 USBC R16B","Robinson","Chan"
685,"USWC 2004 FINAL","STEINER","GREENBERG"
3136,"French DN1","ZIMMERMANN","PAYEN"
4374,"BBO6-2016EBTC","ITALY","HUNGARY"
4661,"Team Orange - Ireland","Ireland","Team Orange"
